ID	age	sex	n_babies	site	year	pop_size	weight
224	1	m	2	3	1983	156	-15.98756262352706
234	1	m	1	2	1983	156	-9.695648882888596
243	1	f	2	3	1983	156	-3.409787505281009
267	1	m	2	3	1983	156	-11.479263845429381
274	0	m	2	2	1983	156	-4.116566536177664
277	3	m	0	1	1983	156	-7.272857934616924
289	1	f	0	3	1983	156	8.046645061532617
290	1	m	2	3	1983	156	-8.749970303161295
329	0	f	1	3	1983	156	-0.43511023614752636
334	1	f	1	3	1983	156	0.6331418536636079
336	0	f	0	2	1983	156	5.598246575446052
353	1	f	2	1	1983	156	4.018946656501081
377	1	f	1	3	1983	156	-4.271033593132019
383	0	m	2	3	1983	156	-7.868490067902753
403	1	m	2	1	1983	156	-14.278968548402363
417	1	f	2	2	1983	156	6.126679527453842
422	3	m	0	2	1983	156	NA
427	1	m	1	1	1983	156	-9.329729455449804
438	2	m	0	3	1983	156	-6.815401096578882
465	2	f	1	3	1983	156	5.716144169687991
480	1	f	0	2	1983	156	9.847572193086677
501	0	f	0	3	1983	156	8.108852178715464
504	1	m	0	2	1983	156	-9.07078684002556
510	0	f	1	1	1983	156	4.120070638889384
518	3	f	0	1	1983	156	3.788896400716599
523	0	m	0	3	1983	156	NA
524	2	f	2	3	1983	156	4.064427883346905
529	3	f	0	1	1983	156	4.420903446106813
531	3	f	2	1	1983	156	4.424457255184892
544	2	m	0	1	1983	156	-7.110652118199462
547	3	f	0	2	1983	156	6.418288053540298
548	0	f	0	3	1983	156	NA
609	0	m	0	1	1983	156	-3.1057419865978777
619	1	f	2	1	1983	156	7.285446001290168
628	0	f	1	3	1983	156	-0.3274556837221319
658	1	f	2	1	1983	156	5.106967656391244
676	2	f	1	2	1983	156	7.681604673845398
685	3	m	0	3	1983	156	-0.682416791494535
686	2	f	0	1	1983	156	4.43818451056205
693	2	m	1	3	1983	156	-9.950139474277146
694	1	m	1	2	1983	156	-15.651610479016934
720	2	m	1	3	1983	156	-7.038955378963132
723	0	m	2	2	1983	156	-4.924162027054127
725	3	m	2	1	1983	156	-3.330136901871814
729	1	f	2	3	1983	156	1.4816678895428244
740	3	f	0	2	1983	156	8.40689154168681
752	2	m	1	3	1983	156	-12.217023802704379
753	2	m	1	2	1983	156	-4.60482547316461
757	3	f	2	3	1983	156	16.143606427138113
779	0	f	0	2	1983	156	2.1488840363199726
787	0	f	1	1	1983	156	2.276011987833358
795	1	f	2	2	1983	156	4.250528473429976
813	3	m	0	2	1983	156	NA
816	3	f	2	3	1983	156	3.3399410152745217
845	0	m	0	2	1983	156	-4.429750173587096
862	2	f	2	3	1983	156	7.6503187326965785
880	0	f	1	2	1983	156	1.6040975970799487
889	1	f	0	1	1983	156	2.005550387425496
890	2	m	0	3	1983	156	-2.7313691379895504
893	0	m	1	1	1983	156	-8.894366877135063
895	2	f	2	1	1983	156	-1.7311356421296313
899	3	f	2	2	1983	156	12.564841564808995
904	1	m	1	3	1983	156	-9.566548238175033
3	0	m	0	3	1984	169	-6.874806540069119
4	0	m	2	1	1984	169	-6.689479382881816
5	2	m	2	1	1984	169	-6.406935870554722
9	4	m	1	2	1984	169	-6.089477162498451
16	0	m	0	2	1984	169	-6.256482883174742
19	3	m	0	3	1984	169	-18.96996267361732
20	3	m	2	3	1984	169	-2.693860268035294
21	0	m	2	1	1984	169	-12.527231124783347
36	1	m	1	2	1984	169	-16.342433525828852
48	3	f	1	2	1984	169	8.373873443101942
72	2	f	0	1	1984	169	5.110810600020752
78	0	m	0	2	1984	169	NA
96	1	f	2	1	1984	169	10.19874210814055
102	2	m	1	1	1984	169	0.8456347263925037
107	4	m	1	2	1984	169	-9.129424216557984
109	1	f	1	2	1984	169	5.1849686156466115
111	4	m	0	2	1984	169	-7.457058155259569
134	3	f	2	3	1984	169	1.3531375464821065
135	3	f	2	3	1984	169	17.34351702457195
141	0	f	0	3	1984	169	-1.0038991793870378
148	0	m	0	2	1984	169	-2.91083076627347
155	0	m	1	3	1984	169	-6.73258653217071
156	4	f	1	1	1984	169	7.24582337374129
185	2	m	0	3	1984	169	-2.610641381441655
186	2	m	1	3	1984	169	-17.203550152873586
197	2	m	0	2	1984	169	-3.403996312598362
217	4	m	1	1	1984	169	-4.518608012311378
222	3	f	1	2	1984	169	1.5078461318012368
224	2	m	2	3	1984	169	-22.995908453185027
234	2	m	2	2	1984	169	-6.323906527664506
240	0	m	0	1	1984	169	-6.978685523544041
243	2	f	1	3	1984	169	7.475650722932034
267	2	m	1	3	1984	169	-7.803876088213852
274	1	m	1	2	1984	169	-4.1075628812350535
277	4	m	2	1	1984	169	NA
289	2	f	2	3	1984	169	13.734848493276962
290	2	m	1	3	1984	169	-8.076128136644952
299	0	m	0	1	1984	169	-5.608241907183508
300	0	m	2	3	1984	169	-22.729776978939686
305	0	m	0	3	1984	169	-12.742942311700228
312	0	m	2	2	1984	169	-24.10937458520964
320	0	f	0	2	1984	169	0.001733124750780135
329	1	f	1	3	1984	169	9.532600288090796
334	2	f	1	3	1984	169	8.751359118122108
335	0	m	1	1	1984	169	-10.829702302882865
336	1	f	1	2	1984	169	10.31691996626408
353	2	f	2	1	1984	169	-0.4735998751825167
377	2	f	0	3	1984	169	2.931953412632181
383	1	m	2	3	1984	169	-0.2740229752104245
398	0	m	2	3	1984	169	-16.853055692070146
400	0	f	1	1	1984	169	7.390392420309109
403	2	m	1	1	1984	169	-13.623990664266783
415	0	m	0	1	1984	169	-9.469127390690945
417	2	f	2	2	1984	169	NA
422	4	m	2	2	1984	169	NA
427	2	m	2	1	1984	169	-3.613890610083397
438	3	m	2	3	1984	169	-12.131425555125851
444	0	f	1	1	1984	169	NA
448	0	f	2	3	1984	169	6.651738579141927
465	3	f	1	3	1984	169	-0.22407342135977848
467	0	f	2	2	1984	169	NA
475	0	m	2	2	1984	169	-5.698186765733561
480	2	f	1	2	1984	169	NA
510	1	f	0	1	1984	169	8.07719075275349
523	1	m	0	3	1984	169	NA
524	3	f	1	3	1984	169	13.981894256454957
529	4	f	1	1	1984	169	13.41562149802822
531	4	f	2	1	1984	169	-6.751576294897284
544	3	m	1	1	1984	169	-2.112368511873934
547	4	f	1	2	1984	169	NA
548	1	f	1	3	1984	169	5.431506578750866
581	0	f	2	3	1984	169	0.23505343096384357
591	0	m	1	1	1984	169	-15.164785714758406
609	1	m	0	1	1984	169	-6.496107851117865
619	2	f	1	1	1984	169	8.641980644712621
628	1	f	1	3	1984	169	8.892659161698383
631	0	m	0	3	1984	169	NA
658	2	f	0	1	1984	169	4.8569734999161644
676	3	f	0	2	1984	169	1.9759958202733618
686	3	f	2	1	1984	169	7.382156577988296
693	3	m	2	3	1984	169	-5.855919387312954
694	2	m	2	2	1984	169	-8.875394026933042
715	0	m	2	1	1984	169	-15.723937767146937
720	3	m	1	3	1984	169	-0.3711936063499503
723	1	m	0	2	1984	169	-5.557983102985599
725	4	m	1	1	1984	169	-0.7820035316486982
729	2	f	0	3	1984	169	10.47666184265817
740	4	f	0	2	1984	169	11.173857625293774
752	3	m	0	3	1984	169	5.739797143377168
753	3	m	0	2	1984	169	-7.578280860274518
779	1	f	1	2	1984	169	-0.6463026964064854
787	1	f	0	1	1984	169	-6.72302133775475
795	2	f	2	2	1984	169	3.3391746712168433
800	0	f	1	2	1984	169	0.22778117040419568
810	0	m	2	1	1984	169	-7.356032156340262
813	4	m	1	2	1984	169	-5.070390427627402
816	4	f	1	3	1984	169	4.097125165726965
845	1	m	2	2	1984	169	-13.89986452896633
862	3	f	1	3	1984	169	4.90778587302321
872	0	f	1	1	1984	169	4.105791878771686
880	1	f	1	2	1984	169	6.6818467907873424
889	2	f	2	1	1984	169	9.092446696202357
890	3	m	2	3	1984	169	NA
893	1	m	1	1	1984	169	-13.239904272066285
895	3	f	0	1	1984	169	NA
899	4	f	1	2	1984	169	8.834856510899787
3	1	m	2	3	1985	162	-14.64370590933368
4	1	m	1	1	1985	162	-7.561817361593778
5	3	m	1	1	1985	162	-12.218239936916863
9	5	m	2	2	1985	162	-5.965590746301883
16	1	m	2	2	1985	162	-13.929071582875077
19	4	m	2	3	1985	162	-10.3266140499749
20	4	m	2	3	1985	162	NA
21	1	m	0	1	1985	162	-10.711882881855699
36	2	m	0	2	1985	162	-8.806043203426213
48	4	f	0	2	1985	162	10.79499025649409
49	0	m	1	1	1985	162	-17.520952664571954
72	3	f	2	1	1985	162	10.173373943950027
78	1	m	0	2	1985	162	-17.239622472266944
93	0	m	1	2	1985	162	-10.047468374615038
96	2	f	1	1	1985	162	3.252467968438129
100	0	m	1	3	1985	162	-9.260179537908504
107	5	m	1	2	1985	162	-12.024621680434759
109	2	f	0	2	1985	162	NA
111	5	m	1	2	1985	162	-1.6757382369641054
134	4	f	1	3	1985	162	NA
135	4	f	1	3	1985	162	16.902658266649766
141	1	f	2	3	1985	162	10.032109323428141
147	0	m	1	1	1985	162	NA
148	1	m	1	2	1985	162	-10.696633461971262
155	1	m	2	3	1985	162	-5.862613045980086
156	5	f	2	1	1985	162	0.2917846479634326
185	3	m	1	3	1985	162	-7.289297315322195
186	3	m	1	3	1985	162	-14.649098812216096
197	3	m	2	2	1985	162	-1.6878668044249576
216	0	m	1	1	1985	162	-9.201246092270495
217	5	m	1	1	1985	162	-6.543169410523448
222	4	f	1	2	1985	162	4.151230043920894
224	3	m	0	3	1985	162	-14.947034955887633
234	3	m	2	2	1985	162	-5.157868174950593
239	0	f	2	2	1985	162	18.78983050002607
240	1	m	2	1	1985	162	-3.8098188664670802
243	3	f	1	3	1985	162	8.98479011194603
267	3	m	0	3	1985	162	-7.5363797375285575
274	2	m	1	2	1985	162	-1.0947411995970475
277	5	m	2	1	1985	162	NA
289	3	f	1	3	1985	162	16.18999148110045
290	3	m	2	3	1985	162	NA
299	1	m	0	1	1985	162	-9.2682095607853
300	1	m	0	3	1985	162	-12.565649687017451
305	1	m	1	3	1985	162	-5.975059901128697
312	1	m	0	2	1985	162	-10.697470175120312
313	0	f	0	1	1985	162	4.838657926780922
320	1	f	1	2	1985	162	3.6075880466887
329	2	f	1	3	1985	162	8.444157626714892
335	1	m	1	1	1985	162	-14.687120374616406
336	2	f	1	2	1985	162	3.87956120207632
348	0	m	0	1	1985	162	-21.29819394825751
353	3	f	0	1	1985	162	6.442866847651722
377	3	f	1	3	1985	162	NA
383	2	m	1	3	1985	162	2.1860783590943145
398	1	m	2	3	1985	162	-9.313437973890954
400	1	f	0	1	1985	162	4.6914142745387855
403	3	m	1	1	1985	162	-9.12421887624542
404	0	f	2	3	1985	162	4.009150944392408
415	1	m	1	1	1985	162	-15.798841756537572
417	3	f	0	2	1985	162	3.677880670724054
422	5	m	1	2	1985	162	1.073040501729553
427	3	m	0	1	1985	162	-10.759787750371409
438	4	m	0	3	1985	162	NA
444	1	f	0	1	1985	162	2.780301289737608
448	1	f	2	3	1985	162	8.026991449912533
452	0	f	0	1	1985	162	1.4263759215764833
465	4	f	2	3	1985	162	4.774235592537345
467	1	f	0	2	1985	162	7.268631528800934
468	0	f	1	3	1985	162	-4.675213704318887
475	1	m	0	2	1985	162	-9.300276648143203
480	3	f	1	2	1985	162	9.496837631197227
485	0	m	2	1	1985	162	-4.9452440032465965
496	0	m	2	3	1985	162	-10.404961513494696
522	0	f	2	3	1985	162	-5.850145509408358
523	2	m	1	3	1985	162	-15.434297592479842
524	4	f	0	3	1985	162	5.196687487170085
529	5	f	1	1	1985	162	3.749148204129279
531	5	f	0	1	1985	162	8.626609900532587
544	4	m	0	1	1985	162	-3.3995105265479344
547	5	f	1	2	1985	162	9.328313508584978
548	2	f	0	3	1985	162	6.755791209206516
566	0	f	0	2	1985	162	2.9996765064993918
581	1	f	1	3	1985	162	NA
591	1	m	0	1	1985	162	-1.8291227909838759
598	0	m	0	3	1985	162	-3.885232995507378
609	2	m	0	1	1985	162	3.595963924422637
619	3	f	2	1	1985	162	7.786594478650909
628	2	f	1	3	1985	162	0.8867217416303589
631	1	m	1	3	1985	162	-5.187174971262482
648	0	m	0	1	1985	162	-2.5993843316249
658	3	f	0	1	1985	162	10.169223835161462
676	4	f	1	2	1985	162	3.338638855526542
689	0	m	0	3	1985	162	-17.247740535400144
693	4	m	1	3	1985	162	-2.988412742021872
694	3	m	1	2	1985	162	-2.0578945421142887
715	1	m	0	1	1985	162	-17.49567644303506
720	4	m	0	3	1985	162	-10.035040739107036
723	2	m	1	2	1985	162	-4.750071562328202
725	5	m	2	1	1985	162	-7.695944098695166
729	3	f	2	3	1985	162	9.22718141090745
732	0	m	0	2	1985	162	-1.7316906988340222
740	5	f	0	2	1985	162	-1.7245426190692053
752	4	m	0	3	1985	162	-12.520301714286129
753	4	m	1	2	1985	162	-21.356190365874852
779	2	f	2	2	1985	162	9.563281161857043
787	2	f	0	1	1985	162	5.783422367787156
788	0	m	1	2	1985	162	-15.66413226493604
795	3	f	0	2	1985	162	2.096342288076248
800	1	f	0	2	1985	162	9.975514557739867
803	0	f	2	3	1985	162	-2.3011310723336584
810	1	m	1	1	1985	162	NA
813	5	m	2	2	1985	162	-3.9685477167772776
816	5	f	2	3	1985	162	8.411006156510284
841	0	f	0	2	1985	162	0.19956788905471873
845	2	m	2	2	1985	162	-8.219055825145889
853	0	m	2	3	1985	162	-15.248505515590733
856	0	f	0	3	1985	162	-1.1118050237324357
862	4	f	0	3	1985	162	13.54887689776267
872	1	f	2	1	1985	162	8.649909379181405
880	2	f	0	2	1985	162	3.4650967480979484
882	0	f	0	3	1985	162	4.1396356555291876
884	0	f	1	2	1985	162	3.7945154277448827
889	3	f	2	1	1985	162	1.64592534247306
890	4	m	2	3	1985	162	1.4704615637762863
893	2	m	0	1	1985	162	-7.928668281978745
895	4	f	2	1	1985	162	10.909707573505589
899	5	f	1	2	1985	162	NA
3	2	m	1	3	1986	162	-17.66222514480214
4	2	m	0	1	1986	162	-6.240291617997567
5	4	m	0	1	1986	162	-3.396096923914116
9	6	m	2	2	1986	162	NA
16	2	m	1	2	1986	162	-4.9148045735730195
19	5	m	1	3	1986	162	-3.986781952716899
20	5	m	1	3	1986	162	-2.7595740297429803
21	2	m	0	1	1986	162	0.04588610916778424
36	3	m	1	2	1986	162	1.8524511829168366
42	0	f	2	1	1986	162	-0.8723932544429712
48	5	f	0	2	1986	162	9.640546738043433
49	1	m	0	1	1986	162	-8.859083251618166
61	0	f	2	1	1986	162	5.918449629936374
62	0	f	2	3	1986	162	5.8935198802453055
72	4	f	2	1	1986	162	NA
78	2	m	0	2	1986	162	-5.753667253545139
93	1	m	1	2	1986	162	-7.371863001068575
96	3	f	2	1	1986	162	11.674966758380355
100	1	m	1	3	1986	162	-1.6832891359713646
107	6	m	0	2	1986	162	-11.154874140157107
111	6	m	1	2	1986	162	6.89378416932725
131	0	m	2	1	1986	162	NA
134	5	f	2	3	1986	162	3.3579012003578033
135	5	f	1	3	1986	162	13.712105798008755
141	2	f	2	3	1986	162	3.9278964373443657
147	1	m	0	1	1986	162	-15.056633545925173
155	2	m	1	3	1986	162	-16.73736201193004
156	6	f	1	1	1986	162	6.2239895050572835
185	4	m	2	3	1986	162	-9.411158736678479
186	4	m	0	3	1986	162	NA
197	4	m	1	2	1986	162	NA
216	1	m	1	1	1986	162	-12.25422694319819
217	6	m	1	1	1986	162	-0.7293745510612549
222	5	f	1	2	1986	162	-1.2393470665958453
224	4	m	2	3	1986	162	-6.031888814664235
231	0	f	2	3	1986	162	NA
234	4	m	2	2	1986	162	-9.694510861237637
235	0	f	2	1	1986	162	14.098182253691265
237	0	m	1	2	1986	162	-10.036991114228982
239	1	f	2	2	1986	162	9.28562735765266
240	2	m	0	1	1986	162	2.6188277330829006
243	4	f	2	3	1986	162	5.987365942000701
274	3	m	1	2	1986	162	-3.050801217503643
277	6	m	0	1	1986	162	-2.8790254207876913
289	4	f	2	3	1986	162	9.99945296887696
290	4	m	1	3	1986	162	4.814446025576058
299	2	m	0	1	1986	162	NA
300	2	m	1	3	1986	162	-0.0985928368202108
305	2	m	0	3	1986	162	-6.049926584143907
312	2	m	0	2	1986	162	-8.885394555937959
313	1	f	0	1	1986	162	8.427596400043845
314	0	f	0	3	1986	162	1.6045014977687495
320	2	f	0	2	1986	162	4.686053178144562
329	3	f	1	3	1986	162	6.184085704779678
335	2	m	2	1	1986	162	-11.121701178639302
336	3	f	2	2	1986	162	0.19740230559738997
348	1	m	2	1	1986	162	-3.9516443637691494
353	4	f	0	1	1986	162	9.194592460012311
377	4	f	0	3	1986	162	0.19955227649318463
397	0	f	0	3	1986	162	11.655966458672491
398	2	m	0	3	1986	162	-8.930129740468647
400	2	f	1	1	1986	162	10.578257429533807
403	4	m	1	1	1986	162	-6.913510869130509
404	1	f	2	3	1986	162	6.691946662986815
410	0	f	0	2	1986	162	-2.1000164264209866
415	2	m	2	1	1986	162	-12.51837663413123
417	4	f	0	2	1986	162	11.346444098970615
422	6	m	0	2	1986	162	-1.5900844543685384
438	5	m	1	3	1986	162	0.8982615157399014
444	2	f	2	1	1986	162	2.0832168201236656
448	2	f	1	3	1986	162	NA
452	1	f	1	1	1986	162	4.964390357491951
454	0	f	2	3	1986	162	10.347284547217397
465	5	f	0	3	1986	162	6.061511741784164
467	2	f	1	2	1986	162	8.902697499059268
468	1	f	2	3	1986	162	0.32776117548143613
475	2	m	1	2	1986	162	-9.944954105298262
480	4	f	0	2	1986	162	4.741229648239994
485	1	m	1	1	1986	162	-10.956169229400725
522	1	f	0	3	1986	162	NA
529	6	f	2	1	1986	162	5.784456586416367
530	0	f	0	1	1986	162	2.393864346111112
531	6	f	0	1	1986	162	4.507471038938124
544	5	m	0	1	1986	162	-10.87654447333054
547	6	f	2	2	1986	162	2.6996079910429116
548	3	f	2	3	1986	162	9.005324606942192
566	1	f	1	2	1986	162	9.157600935357888
591	2	m	0	1	1986	162	-5.442593877418025
598	1	m	0	3	1986	162	-7.801095297389495
609	3	m	1	1	1986	162	-8.592392714836302
619	4	f	1	1	1986	162	2.9908701806510782
628	3	f	0	3	1986	162	9.225862641123346
631	2	m	1	3	1986	162	-5.463095268139874
648	1	m	2	1	1986	162	-8.265948085049535
658	4	f	0	1	1986	162	12.62690173433652
676	5	f	2	2	1986	162	4.967755342258857
689	1	m	1	3	1986	162	-17.265684113365786
693	5	m	0	3	1986	162	-7.891803287578565
694	4	m	2	2	1986	162	-2.569589980331178
695	0	m	1	3	1986	162	-11.489889683100568
715	2	m	2	1	1986	162	-8.012984174348134
720	5	m	0	3	1986	162	7.049908619582183
722	0	f	0	2	1986	162	NA
723	3	m	1	2	1986	162	-5.354671510883312
725	6	m	2	1	1986	162	-9.119582386213196
732	1	m	1	2	1986	162	-6.983441935892306
740	6	f	2	2	1986	162	20.279300695059014
752	5	m	1	3	1986	162	-3.969940342836732
753	5	m	0	2	1986	162	-1.2086658856503012
778	0	f	2	1	1986	162	6.1292273250893805
779	3	f	1	2	1986	162	11.579130810917938
781	0	f	2	1	1986	162	8.572221148024802
787	3	f	0	1	1986	162	1.6835456665619273
788	1	m	0	2	1986	162	-8.339482375377099
795	4	f	1	2	1986	162	11.161799413502559
800	2	f	0	2	1986	162	1.2367411236891388
803	1	f	1	3	1986	162	NA
810	2	m	2	1	1986	162	5.617168689513467
813	6	m	0	2	1986	162	-4.895717748987957
816	6	f	1	3	1986	162	16.97294922867382
841	1	f	0	2	1986	162	8.592670503353338
845	3	m	1	2	1986	162	-17.402723493479783
852	0	f	0	1	1986	162	10.06418053947601
853	1	m	1	3	1986	162	-12.379648932722354
856	1	f	1	3	1986	162	-4.018815082662901
862	5	f	0	3	1986	162	8.538678114294264
872	2	f	1	1	1986	162	14.652122325300525
880	3	f	2	2	1986	162	4.556906373747649
882	1	f	0	3	1986	162	NA
884	1	f	2	2	1986	162	9.468497591738684
889	4	f	1	1	1986	162	13.11491382258896
890	5	m	0	3	1986	162	-9.851171302075981
893	3	m	2	1	1986	162	-9.164273782070747
894	0	f	1	2	1986	162	0.7547632087614402
895	5	f	0	1	1986	162	10.350779841525386
899	6	f	2	2	1986	162	9.477947205836674
4	3	m	2	1	1987	146	-6.180433474640496
5	5	m	0	1	1987	146	-1.9746547839478876
9	7	m	2	2	1987	146	0.9667359852401451
10	0	m	2	2	1987	146	-8.002977679174819
19	6	m	2	3	1987	146	-7.532524719068919
20	6	m	2	3	1987	146	NA
21	3	m	1	1	1987	146	-2.1802788654312293
35	0	m	1	1	1987	146	-9.502460879248828
36	4	m	0	2	1987	146	-7.611448294409385
42	1	f	1	1	1987	146	2.1094114369003614
48	6	f	0	2	1987	146	12.653356093905902
49	2	m	1	1	1987	146	-13.615110367442655
61	1	f	1	1	1987	146	0.3599913524264677
62	1	f	2	3	1987	146	NA
64	0	f	1	3	1987	146	2.707931281455983
78	3	m	0	2	1987	146	NA
93	2	m	2	2	1987	146	-12.937836993312036
96	4	f	2	1	1987	146	2.476010213577489
99	0	f	2	3	1987	146	NA
100	2	m	1	3	1987	146	-9.14692034073918
107	7	m	1	2	1987	146	-1.578962659399208
111	7	m	2	2	1987	146	0.981471259977128
